from_service,to_service,dep_type,subtype,confidence,tier,evidence,sources,topic_or_table,conditional
tools.descartes.teastore.auth,tools.descartes.teastore.registryclient,semantic,change_coupling,0.72,implicit,co-changed 11x / ratio=0.73,git_change_coupling,,False
tools.descartes.teastore.auth,tools.descartes.teastore.dockermemoryconfigurator,semantic,change_coupling,0.718,implicit,co-changed 8x / ratio=0.73,git_change_coupling,,False
tools.descartes.teastore.dockermemoryconfigurator,tools.descartes.teastore.entities,semantic,change_coupling,0.718,implicit,co-changed 8x / ratio=0.73,git_change_coupling,,False
tools.descartes.teastore.dockermemoryconfigurator,tools.descartes.teastore.image,semantic,change_coupling,0.718,implicit,co-changed 8x / ratio=0.73,git_change_coupling,,False
tools.descartes.teastore.dockermemoryconfigurator,tools.descartes.teastore.kieker.probes,semantic,change_coupling,0.718,implicit,co-changed 8x / ratio=0.73,git_change_coupling,,False
tools.descartes.teastore.dockermemoryconfigurator,tools.descartes.teastore.kieker.rabbitmq,semantic,change_coupling,0.718,implicit,co-changed 8x / ratio=0.73,git_change_coupling,,False
tools.descartes.teastore.dockermemoryconfigurator,tools.descartes.teastore.persistence,semantic,change_coupling,0.718,implicit,co-changed 8x / ratio=0.73,git_change_coupling,,False
tools.descartes.teastore.dockermemoryconfigurator,tools.descartes.teastore.recommender,semantic,change_coupling,0.718,implicit,co-changed 8x / ratio=0.73,git_change_coupling,,False
tools.descartes.teastore.dockermemoryconfigurator,tools.descartes.teastore.registry,semantic,change_coupling,0.718,implicit,co-changed 8x / ratio=0.73,git_change_coupling,,False
tools.descartes.teastore.dockermemoryconfigurator,tools.descartes.teastore.registryclient,semantic,change_coupling,0.718,implicit,co-changed 8x / ratio=0.73,git_change_coupling,,False
tools.descartes.teastore.dockermemoryconfigurator,tools.descartes.teastore.webui,semantic,change_coupling,0.718,implicit,co-changed 8x / ratio=0.73,git_change_coupling,,False
tools.descartes.teastore.image,tools.descartes.teastore.persistence,semantic,change_coupling,0.714,implicit,co-changed 15x / ratio=0.71,git_change_coupling,,False
tools.descartes.teastore.entities,tools.descartes.teastore.registry,semantic,change_coupling,0.712,implicit,co-changed 12x / ratio=0.71,git_change_coupling,,False
tools.descartes.teastore.entities,tools.descartes.teastore.kieker.probes,semantic,change_coupling,0.705,implicit,co-changed 15x / ratio=0.68,git_change_coupling,,False
tools.descartes.teastore.kieker.probes,tools.descartes.teastore.kieker.rabbitmq,semantic,change_coupling,0.705,implicit,co-changed 15x / ratio=0.68,git_change_coupling,,False
tools.descartes.teastore.kieker.rabbitmq,tools.descartes.teastore.registryclient,semantic,change_coupling,0.704,implicit,co-changed 17x / ratio=0.68,git_change_coupling,,False
tools.descartes.teastore.auth,tools.descartes.teastore.kieker.probes,semantic,change_coupling,0.7,implicit,co-changed 10x / ratio=0.67,git_change_coupling,,False
tools.descartes.teastore.auth,tools.descartes.teastore.registry,semantic,change_coupling,0.7,implicit,co-changed 10x / ratio=0.67,git_change_coupling,,False
tools.descartes.teastore.image,tools.descartes.teastore.webui,semantic,change_coupling,0.7,implicit,co-changed 12x / ratio=0.67,git_change_coupling,,False
tools.descartes.teastore.kieker.probes,tools.descartes.teastore.recommender,semantic,change_coupling,0.7,implicit,co-changed 10x / ratio=0.67,git_change_coupling,,False
tools.descartes.teastore.persistence,tools.descartes.teastore.webui,semantic,change_coupling,0.7,implicit,co-changed 12x / ratio=0.67,git_change_coupling,,False
tools.descartes.teastore.recommender,tools.descartes.teastore.registry,semantic,change_coupling,0.7,implicit,co-changed 10x / ratio=0.67,git_change_coupling,,False
tools.descartes.teastore.dockerbase,tools.descartes.teastore.registry,semantic,change_coupling,0.694,implicit,co-changed 11x / ratio=0.65,git_change_coupling,,False
tools.descartes.teastore.kieker.rabbitmq,tools.descartes.teastore.registry,semantic,change_coupling,0.694,implicit,co-changed 11x / ratio=0.65,git_change_coupling,,False
tools.descartes.teastore.kieker.probes,tools.descartes.teastore.registry,semantic,change_coupling,0.694,implicit,co-changed 11x / ratio=0.65,git_change_coupling,,False
tools.descartes.teastore.dockerbase,tools.descartes.teastore.kieker.probes,semantic,change_coupling,0.691,implicit,co-changed 14x / ratio=0.64,git_change_coupling,,False
tools.descartes.teastore.dockerbase,tools.descartes.teastore.entities,semantic,change_coupling,0.688,implicit,co-changed 15x / ratio=0.62,git_change_coupling,,False
tools.descartes.teastore.image,tools.descartes.teastore.registryclient,semantic,change_coupling,0.686,implicit,co-changed 13x / ratio=0.62,git_change_coupling,,False
tools.descartes.teastore.registryclient,tools.descartes.teastore.webui,semantic,change_coupling,0.683,implicit,co-changed 11x / ratio=0.61,git_change_coupling,,False
tools.descartes.teastore.dockerbase,tools.descartes.teastore.kieker.rabbitmq,semantic,change_coupling,0.68,implicit,co-changed 15x / ratio=0.60,git_change_coupling,,False
tools.descartes.teastore.persistence,tools.descartes.teastore.registry,semantic,change_coupling,0.676,implicit,co-changed 10x / ratio=0.59,git_change_coupling,,False
tools.descartes.teastore.registry,tools.descartes.teastore.webui,semantic,change_coupling,0.676,implicit,co-changed 10x / ratio=0.59,git_change_coupling,,False
tools.descartes.teastore.entities,tools.descartes.teastore.image,semantic,change_coupling,0.671,implicit,co-changed 12x / ratio=0.57,git_change_coupling,,False
tools.descartes.teastore.kieker.probes,tools.descartes.teastore.webui,semantic,change_coupling,0.667,implicit,co-changed 10x / ratio=0.56,git_change_coupling,,False
tools.descartes.teastore.auth,tools.descartes.teastore.dockerbase,semantic,change_coupling,0.66,implicit,co-changed 8x / ratio=0.53,git_change_coupling,,False
tools.descartes.teastore.auth,tools.descartes.teastore.entities,semantic,change_coupling,0.66,implicit,co-changed 8x / ratio=0.53,git_change_coupling,,False
tools.descartes.teastore.auth,tools.descartes.teastore.kieker.rabbitmq,semantic,change_coupling,0.66,implicit,co-changed 8x / ratio=0.53,git_change_coupling,,False
tools.descartes.teastore.dockerbase,tools.descartes.teastore.recommender,semantic,change_coupling,0.66,implicit,co-changed 8x / ratio=0.53,git_change_coupling,,False
tools.descartes.teastore.entities,tools.descartes.teastore.recommender,semantic,change_coupling,0.66,implicit,co-changed 8x / ratio=0.53,git_change_coupling,,False
tools.descartes.teastore.kieker.rabbitmq,tools.descartes.teastore.recommender,semantic,change_coupling,0.66,implicit,co-changed 8x / ratio=0.53,git_change_coupling,,False
tools.descartes.teastore.image,tools.descartes.teastore.kieker.rabbitmq,semantic,change_coupling,0.657,implicit,co-changed 11x / ratio=0.52,git_change_coupling,,False
tools.descartes.teastore.dockerbase,tools.descartes.teastore.webui,semantic,change_coupling,0.65,implicit,co-changed 9x / ratio=0.50,git_change_coupling,,False
tools.descartes.teastore.persistence,tools.descartes.teastore.registryclient,semantic,change_coupling,0.65,implicit,co-changed 11x / ratio=0.50,git_change_coupling,,False
tools.descartes.teastore.kieker.probes,tools.descartes.teastore.kieker.rabbitmq,build,internal library imports,0.52,uncertain,"no direct import, but possible dependency through kieker | no direct import, but possible dependency through kieker",llm_analysis,,False
tools.descartes.teastore.kieker.probes,teastore-registry,build,internal library imports,0.52,uncertain,"no direct import, but possible dependency through kieker",llm_analysis,,False
tools.descartes.teastore.kieker.probes,teastore-persistence,build,internal library imports,0.52,uncertain,"no direct import, but possible dependency through kieker",llm_analysis,,False
tools.descartes.teastore.kieker.probes,teastore-auth,build,internal library imports,0.52,uncertain,"no direct import, but possible dependency through kieker",llm_analysis,,False
tools.descartes.teastore.kieker.probes,teastore-image,build,internal library imports,0.52,uncertain,"no direct import, but possible dependency through kieker",llm_analysis,,False
tools.descartes.teastore.kieker.probes,teastore-recommender,build,internal library imports,0.52,uncertain,"no direct import, but possible dependency through kieker",llm_analysis,,False
tools.descartes.teastore.kieker.probes,teastore-webui,build,internal library imports,0.52,uncertain,"no direct import, but possible dependency through kieker",llm_analysis,,False
tools.descartes.teastore.kieker.probes,teastore-all,build,internal library imports,0.52,uncertain,"no direct import, but possible dependency through kieker",llm_analysis,,False
tools.descartes.teastore.kieker.probes,teastore-kieker-rabbitmq,build,internal library imports,0.52,uncertain,"no direct import, but possible dependency through kieker",llm_analysis,,False
e2e-tests,tools.descartes.teastore.kieker.rabbitmq,semantic,shared_domain,0.5,implicit,"shared string: ""the""",string_cooccurrence,the,False
e2e-tests,tools.descartes.teastore.persistence,semantic,shared_domain,0.5,implicit,"shared string: ""the"" | shared string: ""database"" | shared string: ""order""",string_cooccurrence,the,False
e2e-tests,tools.descartes.teastore.recommender,semantic,shared_domain,0.5,implicit,"shared string: ""the"" | shared string: ""database"" | shared string: ""orders""",string_cooccurrence,the,False
e2e-tests,tools.descartes.teastore.registry,semantic,shared_domain,0.5,implicit,"shared string: ""the""",string_cooccurrence,the,False
e2e-tests,tools.descartes.teastore.registryclient,semantic,shared_domain,0.5,implicit,"shared string: ""the"" | shared string: ""cart"" | shared string: ""login""",string_cooccurrence,the,False
e2e-tests,tools.descartes.teastore.webui,semantic,shared_domain,0.5,implicit,"shared string: ""the"" | shared string: ""cart"" | shared string: ""database""",string_cooccurrence,the,False
tools.descartes.teastore.kieker.rabbitmq,tools.descartes.teastore.persistence,semantic,shared_domain,0.5,implicit,"shared string: ""the"" | shared string: ""license""",string_cooccurrence,the,False
tools.descartes.teastore.kieker.rabbitmq,tools.descartes.teastore.recommender,semantic,shared_domain,0.5,implicit,"shared string: ""the"" | shared string: ""license""",string_cooccurrence,the,False
tools.descartes.teastore.kieker.rabbitmq,tools.descartes.teastore.registry,semantic,shared_domain,0.5,implicit,"shared string: ""the"" | shared string: ""license""",string_cooccurrence,the,False
tools.descartes.teastore.kieker.rabbitmq,tools.descartes.teastore.registryclient,semantic,shared_domain,0.5,implicit,"shared string: ""the"" | shared string: ""license""",string_cooccurrence,the,False
tools.descartes.teastore.kieker.rabbitmq,tools.descartes.teastore.webui,semantic,shared_domain,0.5,implicit,"shared string: ""the"" | shared string: ""license""",string_cooccurrence,the,False
tools.descartes.teastore.persistence,tools.descartes.teastore.recommender,semantic,shared_domain,0.5,implicit,"shared string: ""the"" | shared string: ""database"" | shared string: ""license""",string_cooccurrence,the,False
tools.descartes.teastore.persistence,tools.descartes.teastore.registry,semantic,shared_domain,0.5,implicit,"shared string: ""the"" | shared string: ""license""",string_cooccurrence,the,False
tools.descartes.teastore.persistence,tools.descartes.teastore.registryclient,semantic,shared_domain,0.5,implicit,"shared string: ""the"" | shared string: ""category"" | shared string: ""product""",string_cooccurrence,the,False
tools.descartes.teastore.persistence,tools.descartes.teastore.webui,semantic,shared_domain,0.5,implicit,"shared string: ""the"" | shared string: ""database"" | shared string: ""category""",string_cooccurrence,the,False
tools.descartes.teastore.recommender,tools.descartes.teastore.registry,semantic,shared_domain,0.5,implicit,"shared string: ""the"" | shared string: ""license""",string_cooccurrence,the,False
tools.descartes.teastore.recommender,tools.descartes.teastore.registryclient,semantic,shared_domain,0.5,implicit,"shared string: ""the"" | shared string: ""license""",string_cooccurrence,the,False
tools.descartes.teastore.recommender,tools.descartes.teastore.webui,semantic,shared_domain,0.5,implicit,"shared string: ""the"" | shared string: ""database"" | shared string: ""license""",string_cooccurrence,the,False
tools.descartes.teastore.registry,tools.descartes.teastore.registryclient,semantic,shared_domain,0.5,implicit,"shared string: ""the"" | shared string: ""license""",string_cooccurrence,the,False
tools.descartes.teastore.registry,tools.descartes.teastore.webui,semantic,shared_domain,0.5,implicit,"shared string: ""the"" | shared string: ""license""",string_cooccurrence,the,False
tools.descartes.teastore.registryclient,tools.descartes.teastore.webui,semantic,shared_domain,0.5,implicit,"shared string: ""the"" | shared string: ""cart"" | shared string: ""category""",string_cooccurrence,the,False
e2e-tests,tools.descartes.teastore.auth,semantic,shared_domain,0.5,implicit,"shared string: ""cart"" | shared string: ""orders"" | shared string: ""login""",string_cooccurrence,cart,False
tools.descartes.teastore.auth,tools.descartes.teastore.registryclient,semantic,shared_domain,0.5,implicit,"shared string: ""cart"" | shared string: ""license"" | shared string: ""products""",string_cooccurrence,cart,False
tools.descartes.teastore.auth,tools.descartes.teastore.webui,semantic,shared_domain,0.5,implicit,"shared string: ""cart"" | shared string: ""license"" | shared string: ""products""",string_cooccurrence,cart,False
tools.descartes.teastore.image,tools.descartes.teastore.persistence,semantic,shared_domain,0.5,implicit,"shared string: ""category"" | shared string: ""license"" | shared string: ""categories""",string_cooccurrence,category,False
tools.descartes.teastore.image,tools.descartes.teastore.registryclient,semantic,shared_domain,0.5,implicit,"shared string: ""category"" | shared string: ""license"" | shared string: ""products""",string_cooccurrence,category,False
tools.descartes.teastore.image,tools.descartes.teastore.webui,semantic,shared_domain,0.5,implicit,"shared string: ""category"" | shared string: ""input"" | shared string: ""license""",string_cooccurrence,category,False
e2e-tests,tools.descartes.teastore.image,semantic,shared_domain,0.5,implicit,"shared string: ""input"" | shared string: ""categories""",string_cooccurrence,input,False
tools.descartes.teastore.auth,tools.descartes.teastore.entities,semantic,shared_domain,0.5,implicit,"shared string: ""license""",string_cooccurrence,license,False
tools.descartes.teastore.auth,tools.descartes.teastore.image,semantic,shared_domain,0.5,implicit,"shared string: ""license"" | shared string: ""products""",string_cooccurrence,license,False
tools.descartes.teastore.auth,tools.descartes.teastore.kieker.rabbitmq,semantic,shared_domain,0.5,implicit,"shared string: ""license""",string_cooccurrence,license,False
tools.descartes.teastore.auth,tools.descartes.teastore.persistence,semantic,shared_domain,0.5,implicit,"shared string: ""license"" | shared string: ""products"" | shared string: ""users""",string_cooccurrence,license,False
tools.descartes.teastore.auth,tools.descartes.teastore.recommender,semantic,shared_domain,0.5,implicit,"shared string: ""license"" | shared string: ""orders"" | shared string: ""orderitems""",string_cooccurrence,license,False
tools.descartes.teastore.auth,tools.descartes.teastore.registry,semantic,shared_domain,0.5,implicit,"shared string: ""license""",string_cooccurrence,license,False
tools.descartes.teastore.entities,tools.descartes.teastore.image,semantic,shared_domain,0.5,implicit,"shared string: ""license""",string_cooccurrence,license,False
tools.descartes.teastore.entities,tools.descartes.teastore.kieker.rabbitmq,semantic,shared_domain,0.5,implicit,"shared string: ""license""",string_cooccurrence,license,False
tools.descartes.teastore.entities,tools.descartes.teastore.persistence,semantic,shared_domain,0.5,implicit,"shared string: ""license""",string_cooccurrence,license,False
tools.descartes.teastore.entities,tools.descartes.teastore.recommender,semantic,shared_domain,0.5,implicit,"shared string: ""license""",string_cooccurrence,license,False
tools.descartes.teastore.entities,tools.descartes.teastore.registry,semantic,shared_domain,0.5,implicit,"shared string: ""license""",string_cooccurrence,license,False
tools.descartes.teastore.entities,tools.descartes.teastore.registryclient,semantic,shared_domain,0.5,implicit,"shared string: ""license""",string_cooccurrence,license,False
tools.descartes.teastore.entities,tools.descartes.teastore.webui,semantic,shared_domain,0.5,implicit,"shared string: ""license""",string_cooccurrence,license,False
tools.descartes.teastore.image,tools.descartes.teastore.kieker.rabbitmq,semantic,shared_domain,0.5,implicit,"shared string: ""license""",string_cooccurrence,license,False
tools.descartes.teastore.image,tools.descartes.teastore.recommender,semantic,shared_domain,0.5,implicit,"shared string: ""license"" | shared string: ""generatedb"" | shared string: ""finished""",string_cooccurrence,license,False
tools.descartes.teastore.image,tools.descartes.teastore.registry,semantic,shared_domain,0.5,implicit,"shared string: ""license""",string_cooccurrence,license,False
e2e-tests,support,semantic,shared_domain,0.5,implicit,"shared string: ""submit"" | shared string: ""login"" | shared string: ""username""",string_cooccurrence,submit,False
support,tools.descartes.teastore.webui,semantic,shared_domain,0.5,implicit,"shared string: ""submit"" | shared string: ""login"" | shared string: ""username""",string_cooccurrence,submit,False
support,tools.descartes.teastore.auth,semantic,shared_domain,0.5,implicit,"shared string: ""login"" | shared string: ""password""",string_cooccurrence,login,False
support,tools.descartes.teastore.registryclient,semantic,shared_domain,0.5,implicit,"shared string: ""login"" | shared string: ""password"" | shared string: ""user1""",string_cooccurrence,login,False
support,tools.descartes.teastore.persistence,semantic,shared_domain,0.5,implicit,"shared string: ""password""",string_cooccurrence,password,False
