service_name,language,has_upstream,has_downstream,is_leaf,is_root,upstream_count,downstream_count,transitive_downstream,transitive_upstream,total_coupling,betweenness_centrality,pagerank,in_degree_centrality,out_degree_centrality,fan_in,fan_out,coupling_ratio,max_path_depth,error_rate,latency_p99_ms,requests_per_day,health_score,complexity_score,project,change_type,change_magnitude,has_tests,deployment_frequency,last_incident_days,label_incident_occurred,label_incident_probability,label_severity_score,label_affected_services,label_recovery_minutes
ledgerwriter,unknown,0,0,1,1,0,0,0,0,0,0.0,0.04819481766765864,0.0,0.0,0,0,0.0,0,0.0010872755123629467,100.0,4891.362416649096,99.80896607117161,0.012718433510919723,bank-of-anthos,deployment,0.36371338488962834,0,24,9,0,0.2764,0.1224,0,50
ledgerwriter,unknown,0,0,1,1,0,0,0,0,0,0.0,0.05751559778958218,0.0,0.0,0,0,0.0,0,0.0022641814056092143,146.59757527984303,5790.469188580118,100.0,0.01801914680009675,bank-of-anthos,deployment,0.49178820168373094,1,17,29,0,0.0955,0.2135,0,47
ledgerwriter,unknown,0,0,1,1,0,0,0,0,0,0.0,0.040912839997545476,0.0,0.0,0,0,0.0,0,0.0031190221600839617,136.2398302918037,5044.356904763708,99.11182953754192,0.01179572254773145,bank-of-anthos,deployment,0.7644491715145765,1,11,2,0,0.2844,0.4875,0,73
ledgerwriter,unknown,0,0,1,1,0,0,0,0,0,0.0,0.03863947153903923,0.0,0.0,0,0,0.0,0,0.0023247929945330093,160.9438468336389,7196.401625326448,100.0,0.017933573352735533,bank-of-anthos,config_change,0.1838334114035193,1,27,1,0,0.2784,0.6723,0,67
ledgerwriter,unknown,0,0,1,1,0,0,0,0,0,0.0,0.04901608826764577,0.0,0.0,0,0,0.0,0,0.001,107.82608369021274,6811.65705248285,100.0,0.01158914002579642,bank-of-anthos,scaling,0.6251228480151173,1,25,18,1,0.0802,0.1776,0,72
ledgerwriter,unknown,0,0,1,1,0,0,0,0,0,0.0,0.04123058437742433,0.0,0.0,0,0,0.0,0,0.002304441453002382,148.8139580674454,6971.857671402765,100.0,0.017042387938017295,bank-of-anthos,config_change,0.37081362294959896,0,1,12,0,0.2754,0.2718,1,85
ledgerwriter,unknown,0,0,1,1,0,0,0,0,0,0.0,0.046729350063373,0.0,0.0,0,0,0.0,0,0.0012479752491587528,100.0,5215.351367996397,100.0,0.011818974960814977,bank-of-anthos,deployment,0.20432948519790012,1,20,5,0,0.1488,0.1594,0,57
ledgerwriter,unknown,0,0,1,1,0,0,0,0,0,0.0,0.0589294283126324,0.0,0.0,0,0,0.0,0,0.0019002746775367313,117.1365004040584,5968.199138020297,84.04808937801448,0.012820119925025327,bank-of-anthos,code_change,0.6484265951729351,1,16,3,0,0.2155,0.0619,0,36
ledgerwriter,unknown,0,0,1,1,0,0,0,0,0,0.0,0.041588901028296224,0.0,0.0,0,0,0.0,0,0.002441101422606062,106.07129390335842,7238.118356974665,100.0,0.016094379309987007,bank-of-anthos,config_change,0.22951894186631183,0,6,10,0,0.1839,0.1631,0,70
ledgerwriter,unknown,0,0,1,1,0,0,0,0,0,0.0,0.046599737745598405,0.0,0.0,0,0,0.0,0,0.0012100594267958496,128.00102285677107,5221.313476738556,100.0,0.0130680729931131,bank-of-anthos,config_change,0.06653563296132396,0,29,11,0,0.2021,0.5334,0,86
ledgerwriter,unknown,0,0,1,1,0,0,0,0,0,0.0,0.04251072726435505,0.0,0.0,0,0,0.0,0,0.002312276646876622,106.30683451208097,6973.18323071465,100.0,0.0162389791552215,bank-of-anthos,deployment,0.2555615162398721,1,22,20,0,0.1331,0.2131,0,78
ledgerwriter,unknown,0,0,1,1,0,0,0,0,0,0.0,0.0446784356261213,0.0,0.0,0,0,0.0,0,0.0029586384514998644,150.93212726339235,5115.327077684641,100.0,0.015524172636534873,bank-of-anthos,code_change,0.327281058572077,0,21,38,0,0.1838,0.1849,0,62
ledgerwriter,unknown,0,0,1,1,0,0,0,0,0,0.0,0.04222666161731575,0.0,0.0,0,0,0.0,0,0.0028883994361867515,155.89506199249834,7090.407847880863,100.0,0.014430980034767895,bank-of-anthos,config_change,0.5620361690952138,1,24,0,0,0.2043,0.1162,0,41
ledgerwriter,unknown,0,0,1,1,0,0,0,0,0,0.0,0.03866349051621576,0.0,0.0,0,0,0.0,0,0.001301389364933405,111.11401450032037,5009.766550598593,100.0,0.01845802738102091,bank-of-anthos,code_change,0.6448215600561771,0,14,24,1,0.2162,0.1356,1,53
ledgerwriter,unknown,0,0,1,1,0,0,0,0,0,0.0,0.05516611007979148,0.0,0.0,0,0,0.0,0,0.0027141104077165667,100.0,5099.517559297813,96.65178731627635,0.012983060974410536,bank-of-anthos,code_change,0.847351237176825,0,21,58,0,0.2376,0.3766,0,51
ledgerwriter,unknown,0,0,1,1,0,0,0,0,0,0.0,0.054277517702914495,0.0,0.0,0,0,0.0,0,0.0016950575507631777,157.1087369278594,6952.018986386181,93.7508091319105,0.014520948968514875,bank-of-anthos,config_change,0.3599021569396889,0,16,30,0,0.2218,0.3078,0,38
ledgerwriter,unknown,0,0,1,1,0,0,0,0,0,0.0,0.05359434847656136,0.0,0.0,0,0,0.0,0,0.003368912253997391,111.47126842470102,5775.774537065482,100.0,0.012565284589675872,bank-of-anthos,config_change,0.19740172440799725,1,9,13,0,0.091,0.3717,0,68
ledgerwriter,unknown,0,0,1,1,0,0,0,0,0,0.0,0.05591936110236358,0.0,0.0,0,0,0.0,0,0.003058422873216244,135.2450479288174,5722.056336623849,100.0,0.017393267382556497,bank-of-anthos,deployment,0.42305844838318135,1,22,49,0,0.135,0.3439,0,75
ledgerwriter,unknown,0,0,1,1,0,0,0,0,0,0.0,0.059909322276846276,0.0,0.0,0,0,0.0,0,0.0025099286719015433,100.0,5139.4059043698135,100.0,0.011527557260366195,bank-of-anthos,deployment,0.14231892994255535,1,16,46,0,0.1413,0.0751,1,75
ledgerwriter,unknown,0,0,1,1,0,0,0,0,0,0.0,0.044430268971315065,0.0,0.0,0,0,0.0,0,0.0017000319252311732,100.0,5778.654062056205,98.85315112613219,0.013404292437405613,bank-of-anthos,config_change,0.3152346913173916,1,14,28,0,0.087,0.2461,0,61
ledgerwriter,unknown,0,0,1,1,0,0,0,0,0,0.0,0.05770385418343609,0.0,0.0,0,0,0.0,0,0.0015059895439589837,100.0,6148.611211324478,92.97129503576717,0.017368748437429634,bank-of-anthos,config_change,0.13723459173618907,0,26,93,0,0.1794,0.3331,0,86
ledgerwriter,unknown,0,0,1,1,0,0,0,0,0,0.0,0.05940163225627887,0.0,0.0,0,0,0.0,0,0.0016209763294574376,151.0927596243604,6908.669878632805,100.0,0.015492989729968433,bank-of-anthos,code_change,0.6717524512198892,1,22,5,0,0.3403,0.2271,0,67
ledgerwriter,unknown,0,0,1,1,0,0,0,0,0,0.0,0.04106252614864514,0.0,0.0,0,0,0.0,0,0.0018230548483044522,129.89670231242096,7106.063316514078,99.2341475117841,0.01847244002894246,bank-of-anthos,deployment,0.45813666549418003,1,2,26,1,0.1798,0.0956,0,42
ledgerwriter,unknown,0,0,1,1,0,0,0,0,0,0.0,0.056054274445847985,0.0,0.0,0,0,0.0,0,0.002667180278559065,100.0,5864.45112530215,100.0,0.016353744765560348,bank-of-anthos,config_change,0.18291812846067107,0,1,31,0,0.1457,0.1729,0,69
ledgerwriter,unknown,0,0,1,1,0,0,0,0,0,0.0,0.04152771506782902,0.0,0.0,0,0,0.0,0,0.0022273052762018792,100.0,6257.665889679736,100.0,0.012753935450252525,bank-of-anthos,deployment,0.22735891066575145,0,12,19,0,0.0766,0.4989,0,81
ledgerwriter,unknown,0,0,1,1,0,0,0,0,0,0.0,0.03917731877086343,0.0,0.0,0,0,0.0,0,0.002432360290306207,134.79430174086684,5253.110786363081,93.48821010217203,0.012245368155322952,bank-of-anthos,deployment,0.32349582000032917,1,24,12,0,0.2015,0.4406,1,64
ledgerwriter,unknown,0,0,1,1,0,0,0,0,0,0.0,0.054946402333869326,0.0,0.0,0,0,0.0,0,0.001,100.0,5968.412997953407,93.9070176245378,0.011791488067343819,bank-of-anthos,code_change,0.5945986920430003,1,29,1,0,0.2538,0.3163,0,52
ledgerwriter,unknown,0,0,1,1,0,0,0,0,0,0.0,0.04292026295336646,0.0,0.0,0,0,0.0,0,0.0032068397520978635,117.80466011156268,5926.44181602446,100.0,0.012607327145321173,bank-of-anthos,config_change,0.3225217462455732,1,8,32,0,0.1328,0.1726,0,48
ledgerwriter,unknown,0,0,1,1,0,0,0,0,0,0.0,0.050456943917250224,0.0,0.0,0,0,0.0,0,0.003244332457385798,100.0,5118.448389572333,100.0,0.01564015773297564,bank-of-anthos,deployment,0.6510257118436766,0,14,81,1,0.2271,0.0273,0,48
ledgerwriter,unknown,0,0,1,1,0,0,0,0,0,0.0,0.05551562298556577,0.0,0.0,0,0,0.0,0,0.002770090071010644,147.6020133560812,6052.152758050825,100.0,0.012578623420855395,bank-of-anthos,config_change,0.36723396000297837,1,20,7,0,0.2067,0.6486,0,116
ledgerwriter,unknown,0,0,1,1,0,0,0,0,0,0.0,0.04945917738959504,0.0,0.0,0,0,0.0,0,0.001,103.35631510420728,5735.35617591432,100.0,0.015333668234706372,bank-of-anthos,deployment,0.14310665903182884,1,7,2,0,0.2357,0.3199,0,48
ledgerwriter,unknown,0,0,1,1,0,0,0,0,0,0.0,0.0433315288292814,0.0,0.0,0,0,0.0,0,0.001557402200756008,155.26329637964977,6024.758795563978,91.66035411133323,0.017985229117124902,bank-of-anthos,deployment,0.2897155838363986,1,18,37,0,0.0753,0.1426,0,57
ledgerwriter,unknown,0,0,1,1,0,0,0,0,0,0.0,0.05370163661838184,0.0,0.0,0,0,0.0,0,0.001472521067752212,128.03212199940145,5843.368599423529,89.82771951166177,0.012960598289616994,bank-of-anthos,code_change,0.4414059671555795,0,24,16,0,0.1747,0.4474,0,89
ledgerwriter,unknown,0,0,1,1,0,0,0,0,0,0.0,0.06356937694695194,0.0,0.0,0,0,0.0,0,0.00205613896029916,137.21822348910848,5511.655791474346,100.0,0.01428239076078219,bank-of-anthos,deployment,0.8865594032941957,0,16,2,0,0.3523,0.4932,0,93
ledgerwriter,unknown,0,0,1,1,0,0,0,0,0,0.0,0.05202068121295724,0.0,0.0,0,0,0.0,0,0.0018384431154452514,132.6787941818187,6775.052524969988,100.0,0.016921224966714346,bank-of-anthos,scaling,0.27700443285622034,1,19,2,0,0.2012,0.2989,0,56
ledgerwriter,unknown,0,0,1,1,0,0,0,0,0,0.0,0.060085010659784305,0.0,0.0,0,0,0.0,0,0.003107114212926217,108.18450296594214,6975.05856303067,100.0,0.01212274798414107,bank-of-anthos,code_change,0.5908606544025576,1,6,35,0,0.1211,0.2646,0,60
ledgerwriter,unknown,0,0,1,1,0,0,0,0,0,0.0,0.06300815611828027,0.0,0.0,0,0,0.0,0,0.002086681559308857,100.0,6348.83336749038,87.10305257158893,0.01504606397130183,bank-of-anthos,config_change,0.4352303413910926,0,21,123,0,0.1991,0.198,0,55
ledgerwriter,unknown,0,0,1,1,0,0,0,0,0,0.0,0.048910983191741086,0.0,0.0,0,0,0.0,0,0.001,111.24582848316825,6013.78568590337,100.0,0.017019786702310045,bank-of-anthos,deployment,0.7848592230696121,0,1,8,1,0.3197,0.2469,0,54
ledgerwriter,unknown,0,0,1,1,0,0,0,0,0,0.0,0.05843631704616018,0.0,0.0,0,0,0.0,0,0.0015876106795243382,147.8394952833375,6445.210165857935,100.0,0.01453202343041544,bank-of-anthos,code_change,0.6493953115341616,0,22,21,0,0.2587,0.1968,0,59
ledgerwriter,unknown,0,0,1,1,0,0,0,0,0,0.0,0.06306022908029099,0.0,0.0,0,0,0.0,0,0.0019312370270628187,100.0,5141.392123051138,100.0,0.015934976766406976,bank-of-anthos,config_change,0.25181697679538323,1,24,10,0,0.1583,0.2566,1,45
accounts-db,unknown,0,0,1,1,0,0,0,0,0,0.0,0.04563455368429773,0.0,0.0,0,0,0.0,0,0.0033811016408267966,100.0,6887.8676927843535,96.71308873816453,0.017598857540177086,bank-of-anthos,code_change,0.9053437662871501,1,28,1,1,0.3261,0.3981,1,128
accounts-db,unknown,0,0,1,1,0,0,0,0,0,0.0,0.05012288458200042,0.0,0.0,0,0,0.0,0,0.003577886868643281,100.0,5820.2616239214185,100.0,0.016698462863347537,bank-of-anthos,code_change,0.8778193865613556,0,11,45,0,0.2046,0.3481,0,63
accounts-db,unknown,0,0,1,1,0,0,0,0,0,0.0,0.04833339093553638,0.0,0.0,0,0,0.0,0,0.0025728912111415694,106.01927777962736,6403.940144583909,93.68141854107553,0.011274136977032091,bank-of-anthos,deployment,0.5851809785618884,1,24,9,0,0.2627,0.1499,0,44
accounts-db,unknown,0,0,1,1,0,0,0,0,0,0.0,0.06217236062274072,0.0,0.0,0,0,0.0,0,0.003021259368816626,100.0,5840.645490667925,100.0,0.016021330235311743,bank-of-anthos,code_change,0.9611121611324618,1,10,0,0,0.2606,0.3628,0,59
accounts-db,unknown,0,0,1,1,0,0,0,0,0,0.0,0.04178754127046581,0.0,0.0,0,0,0.0,0,0.0010861866441623372,100.0,5531.10859422644,98.68355844834916,0.018424609658125934,bank-of-anthos,deployment,0.6081334543859102,1,14,44,1,0.1591,0.4345,0,98
accounts-db,unknown,0,0,1,1,0,0,0,0,0,0.0,0.04339080183258988,0.0,0.0,0,0,0.0,0,0.0025430236362804595,105.5034690190003,6908.753077783781,91.85408423201952,0.018540039972236525,bank-of-anthos,config_change,0.16885735385483835,1,3,18,0,0.1061,0.2505,0,71
accounts-db,unknown,0,0,1,1,0,0,0,0,0,0.0,0.051600549911176435,0.0,0.0,0,0,0.0,0,0.0032505617476242185,100.0,5940.823674557043,99.77013136371052,0.017846863912136468,bank-of-anthos,scaling,0.4926558691511109,1,4,32,0,0.1029,0.4258,0,105
accounts-db,unknown,0,0,1,1,0,0,0,0,0,0.0,0.06023204794067084,0.0,0.0,0,0,0.0,0,0.0012799211257316476,100.0,5914.36783675753,89.64877420650647,0.018626411045364166,bank-of-anthos,config_change,0.30882736771497765,1,13,124,0,0.1296,0.1022,1,65
accounts-db,unknown,0,0,1,1,0,0,0,0,0,0.0,0.047471567488529084,0.0,0.0,0,0,0.0,0,0.001369156301466508,136.73712799170008,6849.040796319307,100.0,0.013764060355281545,bank-of-anthos,deployment,0.4657986329934874,1,19,29,0,0.1599,0.2829,0,64
accounts-db,unknown,0,0,1,1,0,0,0,0,0,0.0,0.046130373370522136,0.0,0.0,0,0,0.0,0,0.002663539534434464,156.23434315752127,6758.080981108695,100.0,0.013529598009305428,bank-of-anthos,config_change,0.310788325625399,0,13,18,0,0.194,0.4565,0,88
accounts-db,unknown,0,0,1,1,0,0,0,0,0,0.0,0.05952207949817165,0.0,0.0,0,0,0.0,0,0.002799952139144148,121.97658074772549,4877.262422321701,96.96534017628149,0.012094352928089526,bank-of-anthos,config_change,0.38730547467925475,1,2,69,0,0.1632,0.2552,0,72
accounts-db,unknown,0,0,1,1,0,0,0,0,0,0.0,0.061572219285615334,0.0,0.0,0,0,0.0,0,0.00244378535053047,119.97317766721434,5890.383871653952,94.52896593209225,0.017842341752117005,bank-of-anthos,deployment,0.7778911940415303,1,18,29,0,0.2256,0.4052,0,89
accounts-db,unknown,0,0,1,1,0,0,0,0,0,0.0,0.04190687228151657,0.0,0.0,0,0,0.0,0,0.002201510856902623,100.0,5348.867213103371,84.15279625968998,0.01373510255327288,bank-of-anthos,config_change,0.2776325604797424,1,9,80,0,0.0769,0.3785,1,80
accounts-db,unknown,0,0,1,1,0,0,0,0,0,0.0,0.0627331680380089,0.0,0.0,0,0,0.0,0,0.001038065529893672,100.0,4991.46406376286,92.67103227588439,0.01602301027637555,bank-of-anthos,config_change,0.14305279945433738,1,4,16,1,0.0947,0.2605,0,62
accounts-db,unknown,0,0,1,1,0,0,0,0,0,0.0,0.0519731479701914,0.0,0.0,0,0,0.0,0,0.0016966099106662216,117.26380254560148,5145.31078606191,93.71275092259039,0.014415256950957292,bank-of-anthos,config_change,0.2090751162911838,1,13,33,0,0.1515,0.4976,0,70
accounts-db,unknown,0,0,1,1,0,0,0,0,0,0.0,0.04197254364073129,0.0,0.0,0,0,0.0,0,0.001,131.03405680244347,6390.796456583316,92.2681317276358,0.012408448104174928,bank-of-anthos,deployment,0.6206017614163843,1,11,7,0,0.2709,0.3567,0,83
accounts-db,unknown,0,0,1,1,0,0,0,0,0,0.0,0.04129654502964069,0.0,0.0,0,0,0.0,0,0.002527945766494546,146.61910611532656,5781.5266523204045,98.12697855995772,0.017913027542315108,bank-of-anthos,deployment,0.5472215818414564,1,25,17,0,0.0968,0.1972,0,62
accounts-db,unknown,0,0,1,1,0,0,0,0,0,0.0,0.04347294001342842,0.0,0.0,0,0,0.0,0,0.0023661663766856907,100.0,7183.620313990338,88.11835468809198,0.014816595281151198,bank-of-anthos,scaling,0.2322351257603119,1,4,47,0,0.1249,0.1831,0,73
accounts-db,unknown,0,0,1,1,0,0,0,0,0,0.0,0.06338932884606853,0.0,0.0,0,0,0.0,0,0.0024485281689300476,157.76302189360416,6916.862223113161,97.22661579692674,0.01698395845991038,bank-of-anthos,config_change,0.252396446130024,1,27,0,0,0.2441,0.3383,0,67
accounts-db,unknown,0,0,1,1,0,0,0,0,0,0.0,0.05964345259257341,0.0,0.0,0,0,0.0,0,0.0029760915116906306,132.12985083013194,6703.958574723383,92.36040498200903,0.016900709416927267,bank-of-anthos,code_change,0.45001991171150046,1,12,2,0,0.1723,0.4408,0,96
accounts-db,unknown,0,0,1,1,0,0,0,0,0,0.0,0.048680318430592014,0.0,0.0,0,0,0.0,0,0.0015102782941031991,130.5734157938707,5714.398214257597,99.79932630266329,0.014823277397578436,bank-of-anthos,config_change,0.3045351905097433,1,19,2,0,0.2441,0.5074,1,81
accounts-db,unknown,0,0,1,1,0,0,0,0,0,0.0,0.051389569278515415,0.0,0.0,0,0,0.0,0,0.001069261978379038,147.70740450139317,4856.457964555342,100.0,0.016552323655917873,bank-of-anthos,deployment,0.17988584284678497,0,25,11,0,0.2289,0.2584,0,63
accounts-db,unknown,0,0,1,1,0,0,0,0,0,0.0,0.06262360352335297,0.0,0.0,0,0,0.0,0,0.003010924431031326,130.88989692236493,7166.100032807716,97.80553724319,0.012040236916881423,bank-of-anthos,config_change,0.3439827403232351,1,2,43,0,0.1236,0.285,1,82
accounts-db,unknown,0,0,1,1,0,0,0,0,0,0.0,0.043419360489898,0.0,0.0,0,0,0.0,0,0.0010568482706169444,100.0,6097.442907413598,100.0,0.014008394908171146,bank-of-anthos,deployment,0.3863455755598325,1,15,15,1,0.2165,0.3814,0,82
accounts-db,unknown,0,0,1,1,0,0,0,0,0,0.0,0.03877740160464406,0.0,0.0,0,0,0.0,0,0.0018398581015543777,107.41905764912941,6900.136620278178,100.0,0.015134703957844341,bank-of-anthos,deployment,0.39182176482967496,1,9,2,1,0.2311,0.4427,0,92
accounts-db,unknown,0,0,1,1,0,0,0,0,0,0.0,0.054579186516681324,0.0,0.0,0,0,0.0,0,0.0018320189629343685,154.44058024425226,5551.266719945254,92.69983331329547,0.013199287344321246,bank-of-anthos,config_change,0.25762943131535104,0,19,17,0,0.0757,0.3106,0,80
accounts-db,unknown,0,0,1,1,0,0,0,0,0,0.0,0.06014531386410323,0.0,0.0,0,0,0.0,0,0.003468860487976947,161.10363036810634,5906.303228499199,83.21875648116253,0.012726942783400712,bank-of-anthos,config_change,0.31738237648737294,1,27,86,0,0.1457,0.3268,1,94
accounts-db,unknown,0,0,1,1,0,0,0,0,0,0.0,0.0441721784008827,0.0,0.0,0,0,0.0,0,0.003189713641924007,138.18870186597863,5078.409688496297,100.0,0.013662524922446613,bank-of-anthos,config_change,0.3077181087190778,0,12,75,0,0.142,0.7054,1,125
accounts-db,unknown,0,0,1,1,0,0,0,0,0,0.0,0.03924926745660342,0.0,0.0,0,0,0.0,0,0.0034662397605532986,125.50257676394892,6099.470206434382,100.0,0.0133685905798277,bank-of-anthos,code_change,0.2255035513998757,1,13,45,0,0.0884,0.0814,0,41
accounts-db,unknown,0,0,1,1,0,0,0,0,0,0.0,0.06070997925292873,0.0,0.0,0,0,0.0,0,0.00100144194407705,100.0,6702.579104550241,100.0,0.014439211390782703,bank-of-anthos,deployment,0.7539911585583859,0,1,39,0,0.2055,0.5109,0,96
accounts-db,unknown,0,0,1,1,0,0,0,0,0,0.0,0.05521952298529263,0.0,0.0,0,0,0.0,0,0.0013517675208028629,142.649228773386,6262.031710854,100.0,0.01656990621354457,bank-of-anthos,scaling,0.0756011712222379,0,15,21,0,0.1643,0.2653,1,88
accounts-db,unknown,0,0,1,1,0,0,0,0,0,0.0,0.05690708045810887,0.0,0.0,0,0,0.0,0,0.001927397816648715,100.0,5778.722871367094,100.0,0.01497194064661771,bank-of-anthos,deployment,0.6551474186131809,1,24,23,0,0.2102,0.3322,0,60
accounts-db,unknown,0,0,1,1,0,0,0,0,0,0.0,0.0542960482345218,0.0,0.0,0,0,0.0,0,0.001,133.4635562261056,4972.829242746576,96.40126913833979,0.01804565295360945,bank-of-anthos,config_change,0.20274947845016894,1,22,15,0,0.0986,0.0638,0,62
accounts-db,unknown,0,0,1,1,0,0,0,0,0,0.0,0.040053758431250926,0.0,0.0,0,0,0.0,0,0.0012059194627641533,110.1642623634747,5871.725124376134,100.0,0.01853007409057308,bank-of-anthos,deployment,0.8073315159397169,0,9,32,0,0.1975,0.1516,0,68
accounts-db,unknown,0,0,1,1,0,0,0,0,0,0.0,0.045256106063008755,0.0,0.0,0,0,0.0,0,0.0011859456718901454,100.0,7136.862796786671,100.0,0.018350502966925464,bank-of-anthos,code_change,0.5320400748702333,1,12,0,0,0.1428,0.2441,0,66
accounts-db,unknown,0,0,1,1,0,0,0,0,0,0.0,0.05339097249002086,0.0,0.0,0,0,0.0,0,0.002827942353120942,100.0,6637.569428100906,100.0,0.01306516559985658,bank-of-anthos,deployment,0.6009538836954167,0,14,39,0,0.1892,0.1651,0,58
accounts-db,unknown,0,0,1,1,0,0,0,0,0,0.0,0.05208467152451437,0.0,0.0,0,0,0.0,0,0.0026994502283224564,143.231266224981,5948.351567346769,100.0,0.01796509566864877,bank-of-anthos,config_change,0.5164017453243711,1,28,1,0,0.2228,0.3926,0,94
accounts-db,unknown,0,0,1,1,0,0,0,0,0,0.0,0.05913191744811726,0.0,0.0,0,0,0.0,0,0.0017364785633706662,100.0,5712.148849424702,100.0,0.013418905847219623,bank-of-anthos,deployment,0.802824046923591,1,10,13,0,0.2482,0.3127,0,75
accounts-db,unknown,0,0,1,1,0,0,0,0,0,0.0,0.04133263398100319,0.0,0.0,0,0,0.0,0,0.0028774828324576235,119.75665742852642,5238.278884637828,100.0,0.01664054713390148,bank-of-anthos,deployment,0.3685791809048029,0,16,28,0,0.1129,0.1263,2,79
accounts-db,unknown,0,0,1,1,0,0,0,0,0,0.0,0.05380451313528922,0.0,0.0,0,0,0.0,0,0.002768598846965796,100.0,5342.381186805745,100.0,0.012321314736107487,bank-of-anthos,config_change,0.2322119298689163,1,20,8,1,0.0994,0.1771,0,55
accounts-db,unknown,0,0,1,1,0,0,0,0,0,0.0,0.04352814983718292,0.0,0.0,0,0,0.0,0,0.0023627546035224207,158.7985503662934,5008.526274572911,100.0,0.014170537042341565,bank-of-anthos,config_change,0.29737722137706474,1,17,11,0,0.1046,0.1382,0,51
accounts-db,unknown,0,0,1,1,0,0,0,0,0,0.0,0.058310000113386815,0.0,0.0,0,0,0.0,0,0.0012788761991224906,133.21692790639395,5258.923606264562,100.0,0.015135060498034687,bank-of-anthos,deployment,0.5580458187524282,1,19,65,0,0.1287,0.1062,0,40
accounts-db,unknown,0,0,1,1,0,0,0,0,0,0.0,0.055181105025834114,0.0,0.0,0,0,0.0,0,0.0016129673586730406,156.30014018943712,6389.516708724287,92.326156879093,0.016442691918457937,bank-of-anthos,deployment,0.45080656667613855,1,8,32,0,0.1421,0.3329,0,53
accounts-db,unknown,0,0,1,1,0,0,0,0,0,0.0,0.05942040570212547,0.0,0.0,0,0,0.0,0,0.0010815909677118932,100.0,6926.70519961312,100.0,0.01557526799143317,bank-of-anthos,scaling,0.5076607694414489,0,11,45,0,0.1478,0.5966,0,124
accounts-db,unknown,0,0,1,1,0,0,0,0,0,0.0,0.04827474194168856,0.0,0.0,0,0,0.0,0,0.003408676704041749,104.84855876156905,6126.0791071349,100.0,0.018211365735854634,bank-of-anthos,deployment,0.5898135960546601,0,14,33,0,0.1256,0.3,0,66
