service_name,language,upstream_count,downstream_count,transitive_downstream,transitive_upstream,total_coupling,betweenness_centrality,pagerank,in_degree_centrality,out_degree_centrality,fan_in,fan_out,coupling_ratio,max_path_depth,error_rate,latency_p99_ms,requests_per_day,health_score,complexity_score,project
service_21,java,1,2,4,6,3,0.19416253232713945,0.11404878475035836,0.4368385570931694,0.49204173459964756,2,2,1.0319332364611649,2,0.0030625662921817324,133.96047599348623,98784.51658386712,71.38865668679311,0.6183152127683421,synthetic
service_22,python,3,4,5,1,7,0.23825521143647915,0.1765650996750953,0.24559317043431328,0.49816788790336214,4,4,1.2150152424955527,0,0.042757483134003384,167.30249999523562,33576.08517161723,96.5794744159495,0.09539415976576819,synthetic
service_23,java,2,2,8,11,4,0.2853468022058283,0.2886757049320088,0.1435190665874564,0.3084634591878711,3,2,1.641541853753042,5,0.04692419587458611,1406.9828723715455,7715.868851412019,65.04817834734081,0.1970877237258514,synthetic
service_24,go,0,6,4,0,6,0.37990768811295766,0.18880452134784456,0.41997358233623594,0.38641139000840224,1,2,1.5969051004605284,6,0.03649671095809173,1517.0903228588322,20835.555211322553,93.40614067452654,0.20259240327828243,synthetic
service_25,javascript,2,4,5,3,6,0.15977367975102633,0.11970109953419851,0.03622344389727944,0.1962467782033424,2,3,1.2207604208867435,1,0.04934646707009018,370.74153151287516,50389.92719168425,80.90778671590596,0.20149756367175928,synthetic
service_26,go,2,4,5,9,6,0.592545774555392,0.15022967593863407,0.2193036082447692,0.36241327993702915,3,2,1.8077491684596818,1,0.00892195466319333,139.63616465392238,65673.03890449568,66.61573126775545,0.06875002661576773,synthetic
service_27,python,0,0,7,4,0,0.1369654010406839,0.08358317217511885,0.10533109450283329,0.3114832917817414,2,2,0.8563149873858165,4,0.04366674516235306,946.0799845050644,51966.91803903933,67.96166846998828,0.09648555828316811,synthetic
service_28,go,1,3,6,5,4,0.03957614490659982,0.10453659533171858,0.26995291975110625,0.01709388296957909,1,1,1.4600044502553706,1,0.005339223626938829,296.2870185356297,58882.39934381629,84.41039329332978,0.5002670489518651,synthetic
service_29,python,3,2,2,3,5,0.08844444030069641,0.3446235300029249,0.24858738200421365,0.3089236201006069,2,3,1.488328205348986,2,0.03323441992554877,1998.8860789642665,5772.991847195047,98.85870921106587,0.4456539357188142,synthetic
service_30,python,0,7,6,5,7,0.09361197718139955,0.46639608832384283,0.1971826619091751,0.27470711921522667,4,1,1.9319900450499612,2,0.024479978242736396,469.6608140520718,17466.82916657107,80.8675878706487,0.24368060237558703,synthetic
service_31,javascript,3,2,4,6,5,0.2830026224233208,0.42754908476185066,0.20551423490335236,0.41993065143336017,2,3,1.5013248489372057,2,0.029743814695598232,419.2269947152405,73950.50074947403,93.13985387716143,0.10793253157787376,synthetic
service_32,go,2,1,5,6,3,0.7090166252398777,0.6253708380853198,0.33480130806698094,0.034965802854717065,2,2,0.7854872942286018,1,0.018784269320453607,1991.4129323380885,45188.882768566575,66.67847747361002,0.4273151276785717,synthetic
service_33,go,0,6,8,5,6,0.4633161643055649,0.21522630115591282,0.22360127025241783,0.30029716668030865,5,1,1.7261745627367873,6,0.020746028759492913,429.69657847436645,69800.15780134371,67.30498632688928,0.24515487135109257,synthetic
service_34,go,2,6,3,5,8,0.5505111336502434,0.5214170025774156,0.3771267721719315,0.30974887570379384,1,1,1.674044061116224,1,0.03488928472289665,1274.2981811456534,63685.77297533294,61.44473024233068,0.22300474226936548,synthetic
service_35,go,1,3,4,2,4,0.23385451397283125,0.324444179348966,0.2739797444868465,0.22718866727998044,1,1,0.98701389033509,4,0.03946581064801579,1794.9609089864455,95578.1339638889,89.34516931276475,0.42137610809538795,synthetic
service_36,go,4,2,6,3,6,0.5310941940561207,0.28142792256458754,0.41526722820241996,0.03435641625913388,1,3,1.9639862743981886,1,0.013515260749575757,595.3552698478414,7856.1763223001335,97.99132590379645,0.06136317993597114,synthetic
service_37,java,6,3,5,7,9,0.39594633263045415,0.4303668175224065,0.27251345944846916,0.4923348697622541,1,1,1.5889698649779431,5,0.029927036832479874,1065.885039140932,30457.296680563235,78.2510996429508,0.40515291299759953,synthetic
service_38,java,1,4,9,3,5,0.32277934647457657,0.4081575735160994,0.1926879415236809,0.32168258995589216,2,1,0.7675588764609947,0,0.009177370774888675,444.5066318584599,39379.68588028903,70.1163562343278,0.5184892036639698,synthetic
service_39,javascript,4,2,5,3,6,0.2616398343457266,0.06263016171097786,0.05916809546169366,0.20495244484814412,3,1,1.0017669331128982,0,0.002185396430676407,1680.2243829839697,28034.010187308428,75.90393831194078,0.32737650826857373,synthetic
