service_name,language,upstream_count,downstream_count,transitive_downstream,transitive_upstream,total_coupling,betweenness_centrality,pagerank,in_degree_centrality,out_degree_centrality,fan_in,fan_out,coupling_ratio,max_path_depth,error_rate,latency_p99_ms,requests_per_day,health_score,complexity_score,project,change_type,change_magnitude,has_tests,deployment_frequency,last_incident_days,label_incident_occurred,label_incident_probability,label_severity_score,label_affected_services,label_recovery_minutes
service_2,python,2,3,9,4,5,0.2783952794507547,0.1332907399481133,0.22806004644423328,0.3257162369272939,1,1,1.3371530030260117,1,0.012047364223188653,510.02836940274244,62678.985439132186,76.7317718109041,0.19310589019608415,synthetic,scaling,0.4645924250748098,1,10,19,0,0.2567643590687462,0.5652049953674055,5,231
service_2,python,1,2,7,3,4,0.32216365408545183,0.15424626424038845,0.26391488411127534,0.3769242542132311,0,0,1.3371530030260117,1,0.010907532447683782,461.7732879522114,56748.76718255983,69.47198368791263,0.22346535233546988,synthetic,deployment,0.7478123080192175,1,14,51,0,0.2994328653060002,0.6355004604368435,4,224
service_2,python,1,2,7,3,4,0.3071555230752744,0.14706063633918462,0.2516202968539952,0.3593650773277929,0,0,1.3371530030260117,1,0.010887591553218414,460.929084880055,56645.020420140856,69.34497664010736,0.21305512374029564,synthetic,code_change,0.797811535362822,0,15,10,0,0.22594197299290944,0.5150315518136844,4,202
service_2,python,1,2,7,3,4,0.3326674071013474,0.15927527556013177,0.2725195070250329,0.3892134098077548,0,0,1.3371530030260117,1,0.010502723872873937,444.63560924460546,54642.66411336695,66.89368700708188,0.23075116759978045,synthetic,config_change,0.5202711999672497,1,28,2,1,0.3149957739248736,0.5593435809168806,3,190
service_2,python,2,3,9,4,5,0.3270148145213228,0.15656891412647833,0.26788893092879285,0.38260000318792586,1,1,1.3371530030260117,1,0.01086117150818843,459.8105852450681,56507.56449309681,69.1767027480827,0.226830307575735,synthetic,code_change,0.5444326364112358,1,19,36,0,0.3269516253119195,0.6121744249115688,5,240
service_2,python,1,2,7,3,4,0.22585061061662504,0.10813328108944543,0.18501571164678138,0.26424015214234703,0,0,1.3371530030260117,1,0.015335973075941594,649.2525000673227,79788.67537445863,97.67749731483256,0.15665884601382857,synthetic,scaling,0.9995196233940676,0,15,14,0,0.3073399176665048,0.4955500635576221,4,199
service_2,python,2,3,8,4,5,0.2809682570697777,0.1345226361619648,0.2301678170804741,0.32872656307010684,1,1,1.3371530030260117,1,0.014918132690377731,631.5631161845347,77614.77152649255,95.0161987498938,0.19489060843755823,synthetic,deployment,0.6916181339531157,1,26,7,0,0.40012647472931356,0.5720778053669198,5,232
service_2,python,2,3,8,4,5,0.33828174529689586,0.16196332147053658,0.2771187453172788,0.3957820596551912,1,1,1.3371530030260117,1,0.012202700001165226,516.6045508880507,63487.153000566876,77.72113257471547,0.2346454928816322,synthetic,scaling,0.14697876614047448,1,14,25,0,0.32224127586186024,0.6090964042070349,5,239
service_2,python,1,2,7,3,4,0.3689042048757371,0.17662481395111204,0.3022045138962771,0.43160965098201426,0,0,1.3371530030260117,1,0.015715312287878834,665.3119265219887,81762.2686435773,100.0,0.25588643248604015,synthetic,deployment,0.2119315591004592,1,15,15,0,0.2370270513695068,0.465750904529479,4,193
service_2,python,2,3,9,4,5,0.2992977059427509,0.1432984523609312,0.2451832116285232,0.3501716074100635,1,1,1.3371530030260117,1,0.01463510401566308,619.581021945109,76142.25439721454,93.21353957218372,0.2076046334325302,synthetic,scaling,0.5094270005568284,0,7,4,0,0.2869583151373656,0.5493049940272802,4,208
service_2,python,1,2,7,3,4,0.26610756089808907,0.12740759745593366,0.21799400771921137,0.31133988164105453,0,0,1.3371530030260117,1,0.012378629434259597,524.0525702413929,64402.463451131,78.84165793320307,0.1845826464317761,synthetic,code_change,0.566164474941321,1,11,0,0,0.17446875928550618,0.5085617081408996,4,201
service_2,python,1,2,7,3,4,0.27780923097662574,0.13301015029545749,0.22757995841080073,0.32503057334841834,0,0,1.3371530030260117,1,0.012117266157014406,512.987686367579,63042.665179468946,77.17698946483165,0.1926993839775951,synthetic,code_change,0.7391218886182592,1,18,19,0,0.31363863258140595,0.5180292204381625,4,203
service_2,python,2,3,8,4,5,0.3215908260694138,0.15397200430943217,0.2634456262122193,0.3762540582739949,1,1,1.3371530030260117,1,0.013853804749823624,586.5045096732663,72077.37809731011,88.23730776979262,0.22306801634549003,synthetic,config_change,0.4291126734352342,0,6,4,0,0.23441346481445238,0.5258063721716079,5,224
service_2,python,2,3,8,4,5,0.3200574117319123,0.15323783262341845,0.26218946071358445,0.37445999786949835,1,1,1.3371530030260117,1,0.01269022508583632,537.2440550460747,66023.60637884976,80.82626518762928,0.22200437998905878,synthetic,scaling,0.6785370233201569,1,28,12,0,0.3538020366461906,0.6111775126758859,5,240
service_2,python,1,2,7,3,4,0.24802425728964766,0.11874963125970042,0.2031802541636816,0.2901828217434309,0,0,1.3371530030260117,1,0.010380901694909484,439.4782349315829,54008.85821380759,66.11778022881053,0.17203935745114585,synthetic,deployment,0.9621407089510934,1,8,20,1,0.3519735721709471,0.5853260690434094,4,215
service_2,python,1,2,7,3,4,0.3041883265329045,0.14563999507154443,0.24918958401074187,0.35589352388079787,0,0,1.3371530030260117,1,0.012990316494973331,549.9485046865465,67584.89602820751,82.73759990796525,0.2109969597842418,synthetic,config_change,0.6047870170263558,1,14,68,0,0.24014163525050639,0.515178936097426,5,222
service_2,python,1,2,6,3,4,0.3201610908496553,0.15328747235275725,0.2622743941379385,0.37458130011336477,0,0,1.3371530030260117,1,0.013429999569779054,568.5626046292966,69872.44113210133,85.53801838457869,0.22207629589354538,synthetic,scaling,0.7405505251714438,1,17,9,0,0.18200202843557967,0.5522827385227342,3,189
service_3,go,1,4,5,3,5,0.34370512479190835,0.4197566448273606,0.15741377553723546,0.38127935705006055,1,0,1.887040427417844,5,0.014730797392191746,317.4043590599182,102965.44457271266,100.0,0.0412491129610071,synthetic,code_change,0.41953695080676245,1,12,91,0,0.2777549482692312,0.6602025792559967,4,228
service_3,go,0,3,4,2,4,0.4934814175862927,0.6026738887180786,0.22600993554214885,0.5474293632583151,0,0,1.887040427417844,5,0.01580751565339971,340.60439776033337,110491.4984239184,100.0,0.05922422818251247,synthetic,config_change,0.7944642198807469,1,1,0,0,0.2748075270524822,0.705483941107481,3,216
service_3,go,0,3,4,2,4,0.377033180826486,0.46045918887049186,0.17267771765883083,0.4182508737950774,0,0,1.887040427417844,5,0.015087065328070403,325.08086107338727,105455.68901964212,100.0,0.04524891584137845,synthetic,scaling,0.8274478956003438,0,8,15,1,0.5884675087674043,0.6145063539731637,4,220
service_3,go,0,3,4,2,4,0.45312436284603747,0.553387041735102,0.20752677687504242,0.5026604297339324,0,0,1.887040427417844,5,0.01601489164643758,345.0727264191396,111941.01678659508,100.0,0.054380853470650956,synthetic,deployment,0.607666625950166,1,20,8,0,0.20405919525018293,0.5987455107233045,4,217
service_3,go,1,4,5,3,5,0.44288565000471297,0.5408828122673941,0.2028375408737746,0.4913024092460973,1,0,1.887040427417844,5,0.012443484265338887,268.1196436661068,86977.56511764367,92.00941439988239,0.05315207393812927,synthetic,code_change,0.4847516481953006,1,25,4,0,0.3307293600643264,0.7452067471258712,5,264
service_3,go,1,4,5,3,5,0.4334830991619147,0.5293997620888983,0.19853125935195617,0.48087196093042817,1,0,1.887040427417844,5,0.010951810809069727,235.9785691058952,76551.05414930453,80.9797061396746,0.05202364478808091,synthetic,scaling,0.26752230797801313,1,25,6,0,0.34128213439677574,0.7057862714760743,5,257
service_3,go,1,4,5,3,5,0.37969842626204625,0.4637141722878894,0.1738983754741571,0.42120748687050447,1,0,1.887040427417844,5,0.01409483206647248,303.70121990050967,98520.16908951144,100.0,0.04556878017306915,synthetic,scaling,0.41734234533597236,1,15,18,0,0.34503486267446987,0.7707389052858178,5,268
service_3,go,0,3,4,2,4,0.4787326808867515,0.5846617038948533,0.21925515023109193,0.5310682780126229,0,0,1.887040427417844,5,0.010926747742674572,235.43853543945923,76375.86812881792,80.79438521083259,0.05745418676541152,synthetic,code_change,0.3737788476726528,1,7,0,0,0.22464081840911795,0.6168007229643152,4,221
service_3,go,0,3,4,2,4,0.3722860986233619,0.45466172134797694,0.17050359781458413,0.4129848352064275,0,0,1.887040427417844,5,0.011728216905467981,252.70778428932627,81977.98364648066,86.72059580874324,0.04467920385308498,synthetic,deployment,0.3275322454802805,0,4,12,0,0.21472102930930048,0.5349254203140881,3,186
service_3,go,1,4,5,3,5,0.3007826450824171,0.3673367221350974,0.13775567590726315,0.333664543402643,1,0,1.887040427417844,5,0.011366625451938096,244.9165764888556,79450.52883360455,84.04692200630517,0.03609785367974013,synthetic,config_change,0.6253955024627005,1,2,9,1,0.24861694190040423,0.7047411841217716,5,256
service_3,go,0,3,4,2,4,0.42571835123871227,0.519916910943903,0.19497507645411252,0.47225836199847493,0,0,1.887040427417844,5,0.012907887462225988,278.1261351769778,90223.65427055102,95.44329716775295,0.0510917734219154,synthetic,scaling,0.975177999136093,1,5,5,0,0.2994497626722388,0.6576639357805668,4,228
service_3,go,0,3,4,2,4,0.48926869572959114,0.5975290192802704,0.22408054780563164,0.5427561018924092,0,0,1.887040427417844,5,0.013949857646719696,300.57745738062687,97506.82573924387,100.0,0.05871864642883453,synthetic,deployment,0.9523816003976672,1,12,5,0,0.4105464364357725,0.6891010449168111,4,234
service_3,go,1,4,5,3,5,0.2984385293675958,0.3644739247062368,0.13668209254073757,0.3310641663115562,1,0,1.887040427417844,5,0.014159610973737134,305.09701043333155,98972.96120984669,100.0,0.035816529117085216,synthetic,config_change,0.8589502818427621,0,17,20,0,0.216162983152253,0.7693974033282476,5,268
service_3,go,0,3,4,2,4,0.5391216251315556,0.6584128899914019,0.24691272944245088,0.5980590098166105,0,0,1.887040427417844,5,0.014228433128167227,306.5799207765005,99454.01485132184,100.0,0.06470165037032,synthetic,code_change,0.4568983137909669,0,26,5,0,0.13451237742629374,0.645267508678868,4,226
service_3,go,1,4,5,3,5,0.35899589693174855,0.43843080109466953,0.16441680807819362,0.3982417336623004,1,0,1.887040427417844,5,0.013653125936995684,294.1837818972055,95432.72807860066,100.0,0.043084205724430856,synthetic,code_change,0.8656122345443616,1,19,8,0,0.3100656938595118,0.717651121544893,5,259
service_3,go,1,4,5,3,5,0.40461275102114647,0.4941412815006216,0.1853089063112088,0.44884547373857153,1,0,1.887040427417844,5,0.01527945670737016,329.22631639460843,106800.4678102361,100.0,0.048558825191913554,synthetic,deployment,0.16151788027896277,1,9,17,0,0.23507425419773956,0.6009214151249919,5,238
service_3,go,1,4,5,3,5,0.45811356083899785,0.5594801979287212,0.20981178351685545,0.5081950524838932,1,0,1.887040427417844,5,0.013952581139652902,300.63614045838926,97525.8624317726,100.0,0.054979622522235656,synthetic,code_change,0.20457186087290138,1,23,27,0,0.27409741283070815,0.6425900342853307,4,225
service_3,go,1,4,5,3,5,0.3473360156698652,0.4241909417369228,0.15907669005446567,0.3853071810177843,1,0,1.887040427417844,5,0.012977369653047001,279.62326731833167,90709.32143963201,95.95706128336082,0.041684867382954134,synthetic,code_change,0.33784863684277533,0,15,9,0,0.20227745555689983,0.6233885047990668,5,242
service_3,go,0,3,4,2,4,0.31469330050866456,0.38432538371704605,0.1441266277287377,0.34909592738411765,0,0,1.887040427417844,5,0.01575132849766035,339.39373362043386,110098.76099661211,100.0,0.03776731437627857,synthetic,code_change,0.48733727472171395,1,14,2,0,0.2925262117056734,0.6074279985847807,3,199
service_3,go,1,4,5,3,5,0.443375751767324,0.541481358685991,0.2030620029585246,0.4918460894866832,1,0,1.887040427417844,5,0.013016255781181837,280.4611463718785,90981.1280068201,96.2445924765276,0.053210892563486024,synthetic,code_change,0.6379014544324328,1,28,3,0,0.4452759164428347,0.7404286554088692,4,243
service_4,java,6,5,4,4,11,0.6392406242798415,0.5956280774920177,0.5020091421764384,0.24066905921510173,3,1,1.3580062988137747,1,0.04744903019677532,947.2967325794141,27359.531020921822,89.84980758311701,0.4206789570852443,synthetic,deployment,0.44705216157908323,1,16,84,1,0.5675683778540648,1.0,6,330
service_4,java,5,4,3,3,10,0.6609480208762698,0.6158544748938625,0.5190564184763975,0.24884172302656885,2,0,1.3580062988137747,1,0.045432182832298953,907.0313591764882,26196.598969328366,86.03069164183833,0.43496441488372045,synthetic,scaling,0.7735459147086082,1,13,8,0,0.4104261033935114,0.9503680929629378,4,281
service_4,java,6,5,4,4,11,0.6245561819245035,0.5819454893758353,0.490477139937927,0.23514048234979526,3,1,1.3580062988137747,1,0.043317970301888525,864.8221377502435,24977.52530078968,82.02720435749544,0.4110152472695839,synthetic,scaling,0.28362219916472087,1,24,1,1,0.4125418993674341,0.8623740443749023,5,285
service_4,java,5,4,3,3,10,0.7101478754191846,0.6616976420225124,0.5576941017464798,0.2673650806740946,2,0,1.3580062988137747,1,0.04683066403138307,934.9513538522941,27002.975613694813,88.67886518985857,0.467342431411028,synthetic,scaling,0.9394394573194852,1,6,28,1,0.6392162341729972,0.9739854658459501,4,285
service_4,java,5,4,3,3,10,0.7225404195914236,0.673244697982639,0.5674262280116057,0.27203077592863883,2,0,1.3580062988137747,1,0.05,1034.8190088310305,29887.32231352722,98.15117653118831,0.4754978620266644,synthetic,deployment,0.40024611012613887,1,27,58,1,0.5479681039131091,0.933518846226159,7,338
service_4,java,5,4,3,3,9,0.6751958947625035,0.6291302796673259,0.5302455742900228,0.2542059353024679,2,0,1.3580062988137747,1,0.04772847781404465,952.8757678867432,27520.662991832418,90.37897149936742,0.4443408226079564,synthetic,code_change,0.36314479937097377,1,1,10,1,0.4277769831237411,0.9156680329012379,4,274
service_4,java,5,4,3,3,9,0.668430059009286,0.6228260468178324,0.5249322207990649,0.25165865144145666,2,0,1.3580062988137747,1,0.047486811405642745,948.051015977085,27381.316000545838,89.92135033821481,0.43988828217112136,synthetic,config_change,0.46789953510621884,1,4,21,0,0.4762781991032287,0.9563145219428889,4,282
